"CODIGO"	"NOMBRE"	"EMBALSE"	"X"	"Y"	"DEMARC"	"CAUCE"	"GOOGLE"	"OPENSTREETMAP"	"WIKIDATA"	"PROVINCIA"	"CCAA"	"TIPO"	"COTA_CORON"	"ALT_CIMIEN"	"INFORME"
1320004	"CASTRELO DE MIÑO"	"CASTRELO DE MIÑO"	42,2925003490001	-8,11641027099995	"MIÑO-SIL"	"RÍO MIÑO"	""	""	""	"Ourense"	"Galicia"	"Presa de fábrica de gravedad (hormigón vibrado)"	90	30	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=89"
10170001	"DARNIUS BOADELLA"	"Pantà de Boadella"	42,33781463	2,82696870100006	"CUENCAS INTERNAS DE CATALUÑA"	"EL CÒRREC"	""	""	"https://www.wikidata.org/wiki/Q7131952"	"Girona"	"Cataluña"	"Presa de fábrica de gravedad (hormigón vibrado)"	160	8,3	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2897"
10170003	"DARNIUS BOADELLA"	"Pantà de Boadella"	42,342383017	2,83461652500006	"CUENCAS INTERNAS DE CATALUÑA"	"LA MUGA"	""	""	"https://www.wikidata.org/wiki/Q7131952"	"Girona"	"Cataluña"	"Presa de fábrica de gravedad (hormigón vibrado)"	160	4,72	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2899"
1320025	"CHANDREJA"	"Chandrexa Reservoir"	42,26297501	-7,38654057899993	"MIÑO-SIL"	"RÍO NAVEA"	""	""	"https://www.wikidata.org/wiki/Q101897658"	"Ourense"	"Galicia"	"Presa de fábrica de contrafuertes"	911,5	85	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=110"
5140048	"RETORTILLO"	"Embalse de Retortillo"	37,8413896820001	-5,34934339699993	"GUADALQUIVIR"	"RÍO  RETORTILLO"	""	""	"https://www.wikidata.org/wiki/Q5369454"	"Sevilla"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1469"
6290031	"CONCEPCION, LA"	"CONCEPCION, LA"	36,535398366	-4,96075456799997	"CUENCAS MEDITERRANEAS ANDALUZAS"	"RÍO VERDE"	""	""	""	"Málaga"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1984"
9220016	"BUBAL"	"Búbal reservoir"	42,68098159	-0,315761256999963	"EBRO"	"RÍO GÁLLEGO"	"https://www.google.com/search?kgmid=/g/11bc5qdzzb"	""	"https://www.wikidata.org/wiki/Q3377802"	"Huesca"	"Aragón"	"Presa de fábrica de arco-gravedad"	1088	90	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2433"
5410139	"TORRE DEL AGUILA"	"TORRE DEL AGUILA"	37,042369367	-5,75897830099996	"GUADALQUIVIR"	"ARROYO  SALADO DE MORÓN"	""	""	""	"Sevilla"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1781"
1240023	"MATALAVILLA"	"MATALAVILLA"	42,8344463670001	-6,45355737699998	"MIÑO-SIL"	"ARROYO DE VALSECO"	""	""	""	"León"	"Castilla y León"	"Presa de fábrica de bóveda"	961	115	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=56"
9310010	"ALLOZ"	"ALLOZ"	42,70627432	-1,94249903099995	"EBRO"	"RÍO SALADO"	""	""	""	"Navarra"	"Comunidad Foral de Navarra"	"Presa de fábrica de bóveda"	469,689999999999	66,7999999999999	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2722"
2490016	"VILLALCAMPO"	"Villalcampo Reservoir"	41,4911858350001	-6,08484394399994	"DUERO"	"RÍO DUERO"	""	""	"https://www.wikidata.org/wiki/Q110295767"	"Zamora"	"Castilla y León"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=483"
2340005	"REQUEJADA"	"Requejada Reservoir"	42,9062072310001	-4,52945603999996	"DUERO"	"RÍO PISUERGA"	"https://www.google.com/search?kgmid=/g/122vx4f3"	""	"https://www.wikidata.org/wiki/Q8775378"	"Palencia"	"Castilla y León"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=342"
9260022	"MANSILLA"	"embalse de Mansilla"	42,158172941	-2,91170796899996	"EBRO"	"RIO NAJERILLA"	"https://www.google.com/search?kgmid=/g/120qkkhs"	""	"https://www.wikidata.org/wiki/Q8775359"	"La Rioja"	"La Rioja"	"Presa de fábrica de gravedad (hormigón vibrado)"	932	80	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2682"
3190031	"TAJERA, LA"	"Reservoir La Tajera"	40,839152359	-2,61773660099993	"TAJO"	"RÍO TAJUÑA"	"https://www.google.com/search?kgmid=/g/120j8g1j"	"https://www.openstreetmap.org/relation/8530695"	"https://www.wikidata.org/wiki/Q5830511"	"Guadalajara"	"Castilla - La Mancha"	"Presa de fábrica de bóveda"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=766"
8460031	"BELLUS"	"Embassament de Bellús"	38,939709044	-0,477464632999954	"JUCAR"	"RÍO ALBAIDA"	"https://www.google.com/search?kgmid=/g/121rjw4w"	""	"https://www.wikidata.org/wiki/Q5670515"	"València/Valencia"	"Comunitat Valenciana"	"Presa de fábrica de gravedad (hormigón vibrado)"	159	43	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2324"
2340006	"CAMPORREDONDO"	"CAMPORREDONDO"	42,8991049300001	-4,73748905099995	"DUERO"	"RÍO CARRIÓN"	""	""	""	"Palencia"	"Castilla y León"	"Presa de fábrica de mampostería"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=343"
5180017	"CANALES"	"Embalse de Canales"	37,1604689060001	-3,48047606499995	"GUADALQUIVIR"	"RÍO  GENIL"	""	""	"https://www.wikidata.org/wiki/Q1032728"	"Granada"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1520"
3450022	"FINISTERRE"	"FINISTERRE"	39,649443492	-3,65015487999995	"TAJO"	"RÍO ALGODOR"	""	""	""	"Toledo"	"Castilla - La Mancha"	"Presa de materiales sueltos homogénea"	689,879999999999	46,8999999999999	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=878"
5410036	"HUESNA"	"HUESNA"	37,769635302	-5,68521394399994	"GUADALQUIVIR"	"RIVERA DE HUESNA"	""	""	""	"Sevilla"	"Andalucía"	"Presa de materiales sueltos de pantalla asfáltica"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1679"
5110015	"HURONES, LOS"	"Embalse de Los Hurones"	36,6613705560001	-5,56192533699993	"GUADALETE Y BARBATE"	"RÍO MAJACEITE"	""	""	"https://www.wikidata.org/wiki/Q3374719"	"Cádiz"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1340"
8120012	"ARENOS"	"Arenós Reservoir"	40,086011408	-0,548482762999924	"JUCAR"	"RIU MIJARES"	""	""	"https://www.wikidata.org/wiki/Q3376336"	"Castelló/Castellón"	"Comunitat Valenciana"	"Presa de materiales sueltos zonificada o de núcleo"	603	107	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2267"
8120018	"ARENOS"	"Arenós Reservoir"	40,093351801	-0,54459490399995	"JUCAR"	"BARRANC DE JAU"	""	""	"https://www.wikidata.org/wiki/Q3376336"	"Castelló/Castellón"	"Comunitat Valenciana"	"Presa de materiales sueltos de pantalla de material sintético"	603	18	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2273"
3280030	"SAN JUAN"	"San Juan Reservoir"	40,373071902	-4,31198048099998	"TAJO"	"RÍO ALBERCHE"	""	""	"https://www.wikidata.org/wiki/Q5830564"	"Madrid"	"Comunidad de Madrid"	"Presa de fábrica de gravedad (hormigón vibrado)"	583	78	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=807"
3280027	"SAN JUAN"	"San Juan Reservoir"	40,3694450950001	-4,31798776699998	"TAJO"	"ARROYO DEL MOLINO DE LA PRESA"	""	""	"https://www.wikidata.org/wiki/Q5830564"	"Madrid"	"Comunidad de Madrid"	"Presa de fábrica de contrafuertes"	582	19,3999999999999	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=805"
5140002	"VADOMOJON"	"VADOMOJON"	37,6389097580001	-4,22658613199997	"GUADALQUIVIR"	"RÍO  GUADAJOZ"	""	""	""	"Jaén"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"	369	75	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1424"
5140042	"ARENOSO"	"Arenós Reservoir"	38,0210076590001	-4,44123809399997	"GUADALQUIVIR"	"RÍO  ARENOSO"	""	""	"https://www.wikidata.org/wiki/Q3376336"	"Córdoba"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"	215	77,5	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1463"
1240008	"VILLASECA"	"VILLASECA"	42,9499617270001	-6,23165102999997	"MIÑO-SIL"	"RÍO SIL"	""	""	""	"León"	"Castilla y León"	"Presa de fábrica de bóveda"	1149,75999999999	40	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=41"
5230049	"GUADALEN"	"Guadalén Reservoir"	38,1615276140001	-3,47795410699996	"GUADALQUIVIR"	"RÍO  GUADALÉN"	"https://www.google.com/search?kgmid=/g/11x9znn9f"	""	"https://www.wikidata.org/wiki/Q94377393"	"Jaén"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1584"
6040024	"CUEVAS DE ALMANZORA"	"CUEVAS DE ALMANZORA"	37,3275930070001	-1,89673564999993	"CUENCAS MEDITERRANEAS ANDALUZAS"	"RÍO ALMANZORA"	""	""	""	"Almería"	"Andalucía"	"Presa de materiales sueltos de pantalla de hormigón"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1915"
6290013	"VIÑUELA, LA"	"Reservoir La Viñuela"	36,8603996900001	-4,16443532799997	"CUENCAS MEDITERRANEAS ANDALUZAS"	"RÍO GUARO"	"https://www.google.com/search?kgmid=/g/120jr2sh"	""	"https://www.wikidata.org/wiki/Q5830515"	"Málaga"	"Andalucía"	"Presa de materiales sueltos de pantalla de hormigón"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1966"
3190033	"ALCORLO"	"Alcorlo Reservoir"	41,008581625	-3,02478278699994	"TAJO"	"RÍO BORNOBA"	"https://www.google.com/search?kgmid=/g/1230_4n6"	""	"https://www.wikidata.org/wiki/Q5830397"	"Guadalajara"	"Castilla - La Mancha"	"Presa de materiales sueltos zonificada o de núcleo"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=768"
2370007	"SAUCELLE"	"Saucelle Reservoir"	41,047128807	-6,80401964899994	"DUERO"	"RÍO DUERO"	""	""	"https://www.wikidata.org/wiki/Q43560800"	"Salamanca"	"Castilla y León"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=367"
1270003	"PEARES, LOS"	"Os Peares reservoir"	42,4651371640001	-7,72374446699996	"MIÑO-SIL"	"RÍO MIÑO"	"https://www.google.com/search?kgmid=/g/155svy9k"	""	"https://www.wikidata.org/wiki/Q11986800"	"Lugo"	"Galicia"	"Presa de fábrica de gravedad (hormigón vibrado)"	196,5	94	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=63"
4130014	"TORRE DE ABRAHAM"	"Torre de Abraham Reservoir"	39,368362071	-4,25458640099993	"GUADIANA"	"RIO BULLAQUE"	"https://www.google.com/search?kgmid=/g/12tb837zb"	""	"https://www.wikidata.org/wiki/Q16561613"	"Ciudad Real"	"Castilla - La Mancha"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1102"
9220034	"SOTONERA, LA"	"reservoir of La Sotonera"	42,102575195	-0,676812114999962	"EBRO"	"ARROYO ASTON-VACAS"	"https://www.google.com/search?kgmid=/g/11h5_w0rnw"	"https://www.openstreetmap.org/relation/5895940"	"https://www.wikidata.org/wiki/Q12221153"	"Huesca"	"Aragón"	"Presa de materiales sueltos homogénea"	420	34	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2451"
9220033	"SOTONERA, LA"	"reservoir of La Sotonera"	42,101811684	-0,689392543999929	"EBRO"	"ARROYO ASTON-ALBERCA"	"https://www.google.com/search?kgmid=/g/11h5_w0rnw"	"https://www.openstreetmap.org/relation/5895940"	"https://www.wikidata.org/wiki/Q12221153"	"Huesca"	"Aragón"	"Presa de materiales sueltos homogénea"	420	26	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2450"
9220035	"SOTONERA, LA"	"reservoir of La Sotonera"	42,109536227	-0,66526158399995	"EBRO"	"RÍO SOTÓN"	"https://www.google.com/search?kgmid=/g/11h5_w0rnw"	"https://www.openstreetmap.org/relation/5895940"	"https://www.wikidata.org/wiki/Q12221153"	"Huesca"	"Aragón"	"Presa de materiales sueltos homogénea"	420	31	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2452"
3050010	"BURGUILLO, EL"	"El Burguillo Reservoir"	40,424680815	-4,53392339099997	"TAJO"	"RÍO ALBERCHE"	""	"https://www.openstreetmap.org/relation/3836574"	"https://www.wikidata.org/wiki/Q5830442"	"Ávila"	"Castilla y León"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=504"
5110061	"BORNOS"	"Bornos Reservoir"	36,7905754980001	-5,76131138199997	"GUADALETE Y BARBATE"	"RÍO GUADALETE"	""	""	"https://www.wikidata.org/wiki/Q5369434"	"Cádiz"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"	108,5	59,1	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1385"
7020002	"FUENSANTA"	"Fuensanta Reservoir"	38,3912491360001	-2,20834281199996	"SEGURA"	"RIO SEGURA"	""	""	"https://www.wikidata.org/wiki/Q104635833"	"Albacete"	"Castilla - La Mancha"	"Presa de fábrica de gravedad (hormigón vibrado)"	601,399999999999	82	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2004"
9430003	"RIBARROJA"	"Ribarroja Dam"	41,2436146920001	0,432598110000072	"EBRO"	"RÍO EBRO"	"https://www.google.com/search?kgmid=/g/121qmn_d"	""	"https://www.wikidata.org/wiki/Q2050030"	"Tarragona"	"Cataluña"	"Presa de fábrica de gravedad (hormigón vibrado)"	76	60	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2769"
5410106	"PINTADO, EL"	"PINTADO, EL"	37,9842195160001	-5,95427318399993	"GUADALQUIVIR"	"RÍO  VIAR"	""	""	""	"Sevilla"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1749"
5110010	"ZAHARA"	"Zahara-El Gastor Reservoir"	36,855621898	-5,38972319099997	"GUADALETE Y BARBATE"	"RÍO GUADALETE"	""	""	"https://www.wikidata.org/wiki/Q5830591"	"Cádiz"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1336"
9250054	"TALARN"	"TALARN"	42,179589596	0,913197954000054	"EBRO"	"LA NOGUERA PALLARESA"	""	""	""	"Lleida"	"Cataluña"	"Presa de fábrica de gravedad (hormigón vibrado)"	502,05	86	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2598"
5140044	"YEGUAS"	"Embalse de Yeguas"	38,067110868	-4,25109803499993	"GUADALQUIVIR"	"RÍO DE LAS YEGUAS"	""	""	"https://www.wikidata.org/wiki/Q5369460"	"Córdoba"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1465"
5110008	"BARBATE"	"Embalse de Barbate"	36,37044293	-5,74144173299993	"GUADALETE Y BARBATE"	"RÍO BARBATE"	"https://www.google.com/search?kgmid=/g/11fx7tz183"	""	"https://www.wikidata.org/wiki/Q5369432"	"Cádiz"	"Andalucía"	"Presa de materiales sueltos homogénea"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1334"
5110012	"BARBATE"	"Embalse de Barbate"	36,3594386510001	-5,73595225699995	"GUADALETE Y BARBATE"	"RÍO BARBATE"	"https://www.google.com/search?kgmid=/g/11fx7tz183"	""	"https://www.wikidata.org/wiki/Q5369432"	"Cádiz"	"Andalucía"	"Presa de materiales sueltos homogénea"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1338"
5110026	"BARBATE"	"Embalse de Barbate"	36,361376706	-5,73829324399998	"GUADALETE Y BARBATE"	"RÍO BARBATE"	"https://www.google.com/search?kgmid=/g/11fx7tz183"	""	"https://www.wikidata.org/wiki/Q5369432"	"Cádiz"	"Andalucía"	"Presa de materiales sueltos homogénea"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1351"
4100007	"SIERRA BRAVA"	"SIERRA BRAVA"	39,1932626620001	-5,64510043299993	"GUADIANA"	"ARROYO PIZARROSO"	""	""	""	"Cáceres"	"Extremadura"	"Presa de fábrica de gravedad (hormigón compactado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1057"
5140038	"GUADALMELLATO"	"Embalse de Guadalmellato"	38,0420292630001	-4,67345434199996	"GUADALQUIVIR"	"RÍO  GUADALMELLATO"	""	""	"https://www.wikidata.org/wiki/Q5369443"	"Córdoba"	"Andalucía"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1460"
9010013	"ULLIVARRI"	"ULLIVARRI"	42,9292733350001	-2,61677326299997	"EBRO"	"ZADORRA IBAIA"	""	""	""	"Araba/Álava"	"País Vasco"	"Presa de fábrica de contrafuertes"	548	37	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2375"
10080007	"SAU"	"Pantà de Sau"	41,967837526	2,41280096100007	"CUENCAS INTERNAS DE CATALUÑA"	"RIU TER"	""	""	"https://www.wikidata.org/wiki/Q1140094"	"Barcelona"	"Cataluña"	"Presa de fábrica de arco-gravedad"	426,5	83	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2888"
9220064	"ESCALES"	"Escales Reservoir"	42,326356092	0,744016995000038	"EBRO"	"RÍO NOGUERA RIBAGORÇANA"	"https://www.google.com/search?kgmid=/g/121bwl92"	""	"https://www.wikidata.org/wiki/Q2843621"	"Huesca"	"Aragón"	"Presa de fábrica de gravedad (hormigón vibrado)"	823,5	125	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2479"
6290026	"GUADALTEBA"	"Guadalhorce-Guadalteba Reservoirs"	36,9401923770001	-4,80047539999993	"CUENCAS MEDITERRANEAS ANDALUZAS"	"RÍO GUADALHORCE"	"https://www.google.com/search?kgmid=/g/12215pz1"	""	"https://www.wikidata.org/wiki/Q5830621"	"Málaga"	"Andalucía"	"Presa de materiales sueltos de pantalla de hormigón"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1979"
2490010	"VALPARAISO"	"VALPARAISO"	41,9931549560001	-6,27147818599997	"DUERO"	"RÍO TERA"	""	""	""	"Zamora"	"Castilla y León"	"Presa de fábrica de gravedad (hormigón vibrado)"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=477"
9250005	"CAMARASA"	"CAMARASA"	41,9079463640001	0,88683086900005	"EBRO"	"LA NOGUERA PALLARESA"	""	""	""	"Lleida"	"Cataluña"	"Presa de fábrica de gravedad (hormigón vibrado)"	337,17	103	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2555"
2370024	"IRUEÑA"	"Irueña Reservoir"	40,4443173830001	-6,57938884699996	"DUERO"	"RÍO ÁGUEDA"	"https://www.google.com/search?kgmid=/g/123608pg"	""	"https://www.wikidata.org/wiki/Q8775343"	"Salamanca"	"Castilla y León"	"Presa de fábrica de arco-gravedad"	777,5	75,45	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=384"
5410039	"JOSE TORAN"	"JOSE TORAN"	37,747910849	-5,48482468099996	"GUADALQUIVIR"	"ARROYO DE GUADALBACAR"	""	""	""	"Sevilla"	"Andalucía"	"Presa de fábrica de bóveda"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1682"
6180003	"RULES"	"Rules reservoir"	36,860509918	-3,49543042599993	"CUENCAS MEDITERRANEAS ANDALUZAS"	"RÍO GUADALFEO O RÍO CÁDIAR"	"https://www.google.com/search?kgmid=/g/121vx8sj"	""	"https://www.wikidata.org/wiki/Q5369455"	"Granada"	"Andalucía"	"Presa de fábrica de arco-gravedad"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1952"
2370034	"ALDEADAVILA"	"Aldeadávila Reservoir"	41,211678448	-6,68578589399993	"DUERO"	"RÍO DUERO"	""	""	"https://www.wikidata.org/wiki/Q43551868"	"Salamanca"	"Castilla y León"	"Presa de fábrica de arco-gravedad"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=394"
8460019	"CORTES II"	"Cortes-La Muela Reservoir"	39,261640399	-0,918337680999969	"JUCAR"	"RÍO JÚCAR"	"https://www.google.com/search?kgmid=/g/122vx4f2"	""	"https://www.wikidata.org/wiki/Q11681442"	"València/Valencia"	"Comunitat Valenciana"	"Presa de fábrica de arco-gravedad"	332	116	"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=2313"
1330031	"DOIRAS"	"DOIRAS"	43,385947786	-6,82525303699992	"CANTABRICO OCCIDENTAL"	"RÍO NAVIA"	""	""	""	"Asturias"	"Principado de Asturias"	"Presa de fábrica de arco-gravedad"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=161"
5180005	"SAN CLEMENTE"	"Embalse de San Clemente"	37,8575319010001	-2,64936869299993	"GUADALQUIVIR"	"RÍO  GUARDAL"	""	""	"https://www.wikidata.org/wiki/Q3374037"	"Granada"	"Andalucía"	"Presa de materiales sueltos zonificada o de núcleo"			"https://sig.mapama.gob.es/WebServices/clientews/snczi/Default.aspx?nombre=EGISPE_PRESA&claves=ID_INFRAESTRUCTURA&valores=1508"
